"component","deltamz","deltamz_int","EdgeScore","EdgeType","interaction","matched_peaks","name","scan1","scan2","score","selected","shared interaction","shared name"
"401","-14.016","-14","0.8416","Cosine","-","0","3555 (-) 8123","3555","8123","0.8416","false","-","3555 (-) 8123"
"401","-14.016","-14","0.8211","Cosine","-","0","3555 (-) 4581","3555","4581","0.8211","false","-","3555 (-) 4581"
"852","18.014","18","0.7118","Cosine","-","0","18222 (-) 20168","18222","20168","0.7118","false","-","18222 (-) 20168"
"852","0.0","0","0.8095","Cosine","-","0","18222 (-) 20100","18222","20100","0.8095","false","-","18222 (-) 20100"
"37","-90.049","-90","0.9126","Cosine","-","0","7301 (-) 15309","7301","15309","0.9126","false","-","7301 (-) 15309"
"37","71.001","71","0.922","Cosine","-","0","7301 (-) 8492","7301","8492","0.922","false","-","7301 (-) 8492"
"37","-14.016","-14","0.9484","Cosine","-","0","7301 (-) 8740","7301","8740","0.9484","false","-","7301 (-) 8740"
"37","-36.001","-36","0.947","Cosine","-","0","7301 (-) 4035","7301","4035","0.947","false","-","7301 (-) 4035"
"37","-15.995","-15","0.9713","Cosine","-","0","7301 (-) 7966","7301","7966","0.9713","false","-","7301 (-) 7966"
"37","-50.017","-50","0.9246","Cosine","-","0","7301 (-) 2455","7301","2455","0.9246","false","-","7301 (-) 2455"
"37","-76.032","-76","0.955","Cosine","-","0","7301 (-) 13749","7301","13749","0.955","false","-","7301 (-) 13749"
"37","30.011","30","0.914","Cosine","-","0","7301 (-) 3526","7301","3526","0.914","false","-","7301 (-) 3526"
"324","-16.057","-16","0.895","Cosine","-","0","9178 (-) 12149","9178","12149","0.895","false","-","9178 (-) 12149"
"324","9.973","9","0.8969","Cosine","-","0","9178 (-) 7418","9178","7418","0.8969","false","-","9178 (-) 7418"
"324","90.032","90","0.8807","Cosine","-","0","9178 (-) 7411","9178","7411","0.8807","false","-","9178 (-) 7411"
"324","-11.975","-11","0.8802","Cosine","-","0","9178 (-) 7425","9178","7425","0.8802","false","-","9178 (-) 7425"
"324","-70.01","-70","0.9064","Cosine","-","0","9178 (-) 14208","9178","14208","0.9064","false","-","9178 (-) 14208"
"238","-14.016","-14","0.9364","Cosine","-","0","3243 (-) 4663","3243","4663","0.9364","false","-","3243 (-) 4663"
"238","-48.0","-48","0.8829","Cosine","-","0","3243 (-) 7723","3243","7723","0.8829","false","-","3243 (-) 7723"
"144","-98.11","-98","0.8726","Cosine","-","0","5207 (-) 36847","5207","36847","0.8726","false","-","5207 (-) 36847"
"144","14.016","14","0.9012","Cosine","-","0","5207 (-) 9593","5207","9593","0.9012","false","-","5207 (-) 9593"
"144","28.031","28","0.8798","Cosine","-","0","5207 (-) 7167","5207","7167","0.8798","false","-","5207 (-) 7167"
"144","-15.959","-15","0.8264","Cosine","-","0","5207 (-) 5549","5207","5549","0.8264","false","-","5207 (-) 5549"
"144","-84.058","-84","0.8138","Cosine","-","0","5207 (-) 4419","5207","4419","0.8138","false","-","5207 (-) 4419"
"144","-14.016","-14","0.8898","Cosine","-","0","5207 (-) 3318","5207","3318","0.8898","false","-","5207 (-) 3318"
"144","-28.031","-28","0.8839","Cosine","-","0","5207 (-) 3261","5207","3261","0.8839","false","-","5207 (-) 3261"
"144","-84.057","-84","0.8342","Cosine","-","0","5207 (-) 2627","5207","2627","0.8342","false","-","5207 (-) 2627"
"75","0.0","0","0.9787","Cosine","-","0","25437 (-) 12639","25437","12639","0.9787","false","-","25437 (-) 12639"
"75","0.0","0","0.985","Cosine","-","0","25437 (-) 9820","25437","9820","0.985","false","-","25437 (-) 9820"
"75","0.0","0","0.979","Cosine","-","0","25437 (-) 6017","25437","6017","0.979","false","-","25437 (-) 6017"
"75","0.0","0","0.9768","Cosine","-","0","25437 (-) 5811","25437","5811","0.9768","false","-","25437 (-) 5811"
"75","0.0","0","0.9839","Cosine","-","0","25437 (-) 5623","25437","5623","0.9839","false","-","25437 (-) 5623"
"75","0.0","0","0.9847","Cosine","-","0","25437 (-) 5514","25437","5514","0.9847","false","-","25437 (-) 5514"
"75","0.0","0","0.9854","Cosine","-","0","25437 (-) 2746","25437","2746","0.9854","false","-","25437 (-) 2746"
"75","0.0","0","0.977","Cosine","-","0","25437 (-) 12","25437","12","0.977","false","-","25437 (-) 12"
"164","-16.028","-16","0.8122","Cosine","-","0","11528 (-) 9026","11528","9026","0.8122","false","-","11528 (-) 9026"
"164","-76.032","-76","0.8806","Cosine","-","0","11528 (-) 5146","11528","5146","0.8806","false","-","11528 (-) 5146"
"81","-54.047","-54","0.8301","Cosine","-","0","40634 (-) 38967","40634","38967","0.8301","false","-","40634 (-) 38967"
"81","-2.016","-2","0.8898","Cosine","-","0","40634 (-) 29694","40634","29694","0.8898","false","-","40634 (-) 29694"
"81","17.026","17","0.8423","Cosine","-","0","40634 (-) 28475","40634","28475","0.8423","false","-","40634 (-) 28475"
"81","-68.026","-68","0.8478","Cosine","-","0","40634 (-) 39995","40634","39995","0.8478","false","-","40634 (-) 39995"
"81","98.077","98","0.8282","Cosine","-","0","40634 (-) 26893","40634","26893","0.8282","false","-","40634 (-) 26893"
"37","-38.016","-38","0.8866","Cosine","-","0","6104 (-) 8740","6104","8740","0.8866","false","-","6104 (-) 8740"
"37","-14.016","-14","0.9399","Cosine","-","0","6104 (-) 7924","6104","7924","0.9399","false","-","6104 (-) 7924"
"37","-39.995","-39","0.9077","Cosine","-","0","6104 (-) 7966","6104","7966","0.9077","false","-","6104 (-) 7966"
"37","-81.021","-81","0.8641","Cosine","-","0","6104 (-) 7304","6104","7304","0.8641","false","-","6104 (-) 7304"
"576","325.207","325","0.8031","Cosine","-","0","40354 (-) 40540","40354","40540","0.8031","false","-","40354 (-) 40540"
"576","281.18","281","0.7465","Cosine","-","0","40354 (-) 40509","40354","40509","0.7465","false","-","40354 (-) 40509"
"576","237.156","237","0.7699","Cosine","-","0","40354 (-) 40484","40354","40484","0.7699","false","-","40354 (-) 40484"
"576","88.052","88","0.7536","Cosine","-","0","40354 (-) 40414","40354","40414","0.7536","false","-","40354 (-) 40414"
"576","369.233","369","0.8182","Cosine","-","0","40354 (-) 40572","40354","40572","0.8182","false","-","40354 (-) 40572"
"576","44.022","44","0.7867","Cosine","-","0","40354 (-) 40404","40354","40404","0.7867","false","-","40354 (-) 40404"
"284","0.028","0","0.7244","Cosine","-","0","4521 (-) 4185","4521","4185","0.7244","false","-","4521 (-) 4185"
"2304","-44.027","-44","0.9065","Cosine","-","0","8162 (-) 8820","8162","8820","0.9065","false","-","8162 (-) 8820"
"2304","-44.025","-44","0.9529","Cosine","-","0","8162 (-) 7043","8162","7043","0.9529","false","-","8162 (-) 7043"
"2304","-88.056","-88","0.8732","Cosine","-","0","8162 (-) 8939","8162","8939","0.8732","false","-","8162 (-) 8939"
"285","88.052","88","0.8342","Cosine","-","0","42640 (-) 42645","42640","42645","0.8342","false","-","42640 (-) 42645"
"285","44.029","44","0.798","Cosine","-","0","42640 (-) 42641","42640","42641","0.798","false","-","42640 (-) 42641"
"437","-100.053","-100","0.7487","Cosine","-","0","8316 (-) 10412","8316","10412","0.7487","false","-","8316 (-) 10412"
"437","-33.984","-33","0.8385","Cosine","-","0","8316 (-) 1387","8316","1387","0.8385","false","-","8316 (-) 1387"
"437","-33.984","-33","0.831","Cosine","-","0","8316 (-) 7369","8316","7369","0.831","false","-","8316 (-) 7369"
"424","-15.996","-15","0.8423","Cosine","-","0","11706 (-) 11774","11706","11774","0.8423","false","-","11706 (-) 11774"
"424","-70.077","-70","0.8285","Cosine","-","0","11706 (-) 5942","11706","5942","0.8285","false","-","11706 (-) 5942"
"236","17.03","17","0.9654","Cosine","-","0","28365 (-) 37686","28365","37686","0.9654","false","-","28365 (-) 37686"
"80","-222.053","-222","0.7261","Cosine","-","0","11500 (-) 16638","11500","16638","0.7261","false","-","11500 (-) 16638"
"80","-30.011","-30","0.9328","Cosine","-","0","11500 (-) 13662","11500","13662","0.9328","false","-","11500 (-) 13662"
"80","46.004","46","0.7206","Cosine","-","0","11500 (-) 8503","11500","8503","0.7206","false","-","11500 (-) 8503"
"14","429.908","429","0.9381","Cosine","-","0","579 (-) 581","579","581","0.9381","false","-","579 (-) 581"
"14","67.987","67","0.9203","Cosine","-","0","579 (-) 559","579","559","0.9203","false","-","579 (-) 559"
"14","679.872","679","0.8908","Cosine","-","0","579 (-) 545","579","545","0.8908","false","-","579 (-) 545"
"14","-271.947","-271","0.9507","Cosine","-","0","579 (-) 580","579","580","0.9507","false","-","579 (-) 580"
"14","-543.898","-543","0.9095","Cosine","-","0","579 (-) 592","579","592","0.9095","false","-","579 (-) 592"
"14","339.935","339","0.8645","Cosine","-","0","579 (-) 502","579","502","0.8645","false","-","579 (-) 502"
"2515","-14.016","-14","0.8175","Cosine","-","0","7363 (-) 8997","7363","8997","0.8175","false","-","7363 (-) 8997"
"244","-132.077","-132","0.9839","Cosine","-","0","22627 (-) 22254","22627","22254","0.9839","false","-","22627 (-) 22254"
"2157","0.012","0","0.832","Cosine","-","0","1140 (-) 2479","1140","2479","0.832","false","-","1140 (-) 2479"
"2157","0.025","0","0.7986","Cosine","-","0","1140 (-) 518","1140","518","0.7986","false","-","1140 (-) 518"
"683","-2.005","-2","0.828","Cosine","-","0","31927 (-) 30116","31927","30116","0.828","false","-","31927 (-) 30116"
"683","-0.002","0","0.8673","Cosine","-","0","31927 (-) 31758","31927","31758","0.8673","false","-","31927 (-) 31758"
"81","-153.042","-153","0.9417","Cosine","-","0","34612 (-) 32281","34612","32281","0.9417","false","-","34612 (-) 32281"
"81","-171.053","-171","0.9257","Cosine","-","0","34612 (-) 32275","34612","32275","0.9257","false","-","34612 (-) 32275"
"81","-136.016","-136","0.9114","Cosine","-","0","34612 (-) 27698","34612","27698","0.9114","false","-","34612 (-) 27698"
"81","272.271","272","0.8614","Cosine","-","0","34612 (-) 32224","34612","32224","0.8614","false","-","34612 (-) 32224"
"81","-78.01","-78","0.9182","Cosine","-","0","34612 (-) 26877","34612","26877","0.9182","false","-","34612 (-) 26877"
"81","-136.016","-136","0.8643","Cosine","-","0","34612 (-) 20231","34612","20231","0.8643","false","-","34612 (-) 20231"
"81","255.244","255","0.8654","Cosine","-","0","34612 (-) 32263","34612","32263","0.8654","false","-","34612 (-) 32263"
"174","-220.124","-220","0.9528","Cosine","-","0","14684 (-) 20618","14684","20618","0.9528","false","-","14684 (-) 20618"
"174","-44.02","-44","0.9564","Cosine","-","0","14684 (-) 19454","14684","19454","0.9564","false","-","14684 (-) 19454"
"174","-545.341","-545","0.9423","Cosine","-","0","14684 (-) 18788","14684","18788","0.9423","false","-","14684 (-) 18788"
"174","-501.316","-501","0.9426","Cosine","-","0","14684 (-) 18533","14684","18533","0.9426","false","-","14684 (-) 18533"
"174","-132.081","-132","0.9501","Cosine","-","0","14684 (-) 13486","14684","13486","0.9501","false","-","14684 (-) 13486"
"174","-677.417","-677","0.9498","Cosine","-","0","14684 (-) 19544","14684","19544","0.9498","false","-","14684 (-) 19544"
"174","-88.049","-88","0.9553","Cosine","-","0","14684 (-) 19707","14684","19707","0.9553","false","-","14684 (-) 19707"
"174","-88.05","-88","0.9627","Cosine","-","0","14684 (-) 13916","14684","13916","0.9627","false","-","14684 (-) 13916"
"174","-413.261","-413","0.953","Cosine","-","0","14684 (-) 17958","14684","17958","0.953","false","-","14684 (-) 17958"
"1167","25.979","25","0.7059","Cosine","-","0","4938 (-) 6319","4938","6319","0.7059","false","-","4938 (-) 6319"
"238","-14.016","-14","0.8113","Cosine","-","0","3940 (-) 2813","3940","2813","0.8113","false","-","3940 (-) 2813"
"1917","-14.016","-14","0.9298","Cosine","-","0","21816 (-) 18095","21816","18095","0.9298","false","-","21816 (-) 18095"
"1496","-0.0","0","0.8096","Cosine","-","0","13705 (-) 19260","13705","19260","0.8096","false","-","13705 (-) 19260"
"350","-500.311","-500","0.9515","Cosine","-","0","31866 (-) 35373","31866","35373","0.9515","false","-","31866 (-) 35373"
"350","-545.343","-545","0.949","Cosine","-","0","31866 (-) 39216","31866","39216","0.949","false","-","31866 (-) 39216"
"1931","28.979","28","0.8083","Cosine","-","0","20296 (-) 21371","20296","21371","0.8083","false","-","20296 (-) 21371"
"946","61.946","61","0.8282","Cosine","-","0","19663 (-) 21513","19663","21513","0.8282","false","-","19663 (-) 21513"
"946","0.002","0","1.0","Cosine","-","0","19663 (-) 12290","19663","12290","1.0","false","-","19663 (-) 12290"
"1938","0.0","0","0.7407","Cosine","-","0","21298 (-) 22210","21298","22210","0.7407","false","-","21298 (-) 22210"
"1886","-19.971","-19","0.7476","Cosine","-","0","12534 (-) 12689","12534","12689","0.7476","false","-","12534 (-) 12689"
"331","-228.111","-228","0.866","Cosine","-","0","3398 (-) 4591","3398","4591","0.866","false","-","3398 (-) 4591"
"14","-43.04","-43","0.9315","Cosine","-","0","588 (-) 815","588","815","0.9315","false","-","588 (-) 815"
"14","203.964","203","0.9183","Cosine","-","0","588 (-) 658","588","658","0.9183","false","-","588 (-) 658"
"14","135.977","135","0.9387","Cosine","-","0","588 (-) 650","588","650","0.9387","false","-","588 (-) 650"
"14","67.989","67","0.985","Cosine","-","0","588 (-) 637","588","637","0.985","false","-","588 (-) 637"
"14","339.935","339","0.8938","Cosine","-","0","588 (-) 581","588","581","0.8938","false","-","588 (-) 581"
"14","769.842","769","0.9658","Cosine","-","0","588 (-) 579","588","579","0.9658","false","-","588 (-) 579"
"14","837.829","837","0.8861","Cosine","-","0","588 (-) 559","588","559","0.8861","false","-","588 (-) 559"
"14","-136.017","-136","0.9168","Cosine","-","0","588 (-) 199","588","199","0.9168","false","-","588 (-) 199"
"1794","-14.015","-14","0.8181","Cosine","-","0","7151 (-) 4625","7151","4625","0.8181","false","-","7151 (-) 4625"
"1555","-0.035","0","0.7723","Cosine","-","0","11420 (-) 10617","11420","10617","0.7723","false","-","11420 (-) 10617"
"1555","-33.986","-33","0.8384","Cosine","-","0","11420 (-) 11687","11420","11687","0.8384","false","-","11420 (-) 11687"
"1425","-14.016","-14","0.8581","Cosine","-","0","18621 (-) 21680","18621","21680","0.8581","false","-","18621 (-) 21680"
"28","-14.675","-14","0.9602","Cosine","-","0","16568 (-) 16288","16568","16288","0.9602","false","-","16568 (-) 16288"
"28","-102.728","-102","0.9547","Cosine","-","0","16568 (-) 14686","16568","14686","0.9547","false","-","16568 (-) 14686"
"28","-73.377","-73","0.9634","Cosine","-","0","16568 (-) 15222","16568","15222","0.9634","false","-","16568 (-) 15222"
"28","-29.35","-29","0.959","Cosine","-","0","16568 (-) 16077","16568","16077","0.959","false","-","16568 (-) 16077"
"28","-979.93","-979","0.9617","Cosine","-","0","16568 (-) 18014","16568","18014","0.9617","false","-","16568 (-) 18014"
"28","-29.354","-29","0.9664","Cosine","-","0","16568 (-) 23242","16568","23242","0.9664","false","-","16568 (-) 23242"
