"component","deltamz","deltamz_int","EdgeScore","EdgeType","interaction","matched_peaks","name","scan1","scan2","score","selected","shared interaction","shared name"
"36","-71.025","-71","0.9484","Cosine","-","0","13802 (-) 12978","13802","12978","0.9484","false","-","13802 (-) 12978"
"449","-484.283","-484","0.8993","Cosine","-","0","17134 (-) 13491","17134","13491","0.8993","false","-","17134 (-) 13491"
"449","-132.078","-132","0.9217","Cosine","-","0","17134 (-) 16191","17134","16191","0.9217","false","-","17134 (-) 16191"
"449","-396.231","-396","0.9099","Cosine","-","0","17134 (-) 14228","17134","14228","0.9099","false","-","17134 (-) 14228"
"99","1.003","1","0.8049","Cosine","-","0","32733 (-) 34479","32733","34479","0.8049","false","-","32733 (-) 34479"
"99","-16.023","-16","0.707","Cosine","-","0","32733 (-) 32776","32733","32776","0.707","false","-","32733 (-) 32776"
"54","0.0","0","0.8527","Cosine","-","0","3426 (-) 10620","3426","10620","0.8527","false","-","3426 (-) 10620"
"54","0.0","0","0.8967","Cosine","-","0","3426 (-) 6265","3426","6265","0.8967","false","-","3426 (-) 6265"
"246","-39.035","-39","0.9197","Cosine","-","0","16264 (-) 6424","16264","6424","0.9197","false","-","16264 (-) 6424"
"246","-53.052","-53","0.8304","Cosine","-","0","16264 (-) 5640","16264","5640","0.8304","false","-","16264 (-) 5640"
"186","45.058","45","0.8581","Cosine","-","0","19019 (-) 18996","19019","18996","0.8581","false","-","19019 (-) 18996"
"186","79.957","79","0.922","Cosine","-","0","19019 (-) 16330","19019","16330","0.922","false","-","19019 (-) 16330"
"186","15.995","15","0.9101","Cosine","-","0","19019 (-) 23280","19019","23280","0.9101","false","-","19019 (-) 23280"
"2182","0.004","0","0.8548","Cosine","-","0","1561 (-) 18354","1561","18354","0.8548","false","-","1561 (-) 18354"
"81","-36.021","-36","0.8632","Cosine","-","0","36943 (-) 37125","36943","37125","0.8632","false","-","36943 (-) 37125"
"81","36.019","36","0.8704","Cosine","-","0","36943 (-) 15201","36943","15201","0.8704","false","-","36943 (-) 15201"
"81","18.01","18","0.9083","Cosine","-","0","36943 (-) 36607","36943","36607","0.9083","false","-","36943 (-) 36607"
"138","91.042","91","0.7847","Cosine","-","0","42408 (-) 27662","42408","27662","0.7847","false","-","42408 (-) 27662"
"138","93.025","93","0.7517","Cosine","-","0","42408 (-) 42101","42408","42101","0.7517","false","-","42408 (-) 42101"
"81","17.026","17","0.8276","Cosine","-","0","23929 (-) 24131","23929","24131","0.8276","false","-","23929 (-) 24131"
"1499","-12.002","-12","0.9627","Cosine","-","0","19011 (-) 36051","19011","36051","0.9627","false","-","19011 (-) 36051"
"1499","26.013","26","0.8147","Cosine","-","0","19011 (-) 19238","19011","19238","0.8147","false","-","19011 (-) 19238"
"21","-9.984","-9","0.935","Cosine","-","0","3538 (-) 13387","3538","13387","0.935","false","-","3538 (-) 13387"
"21","-0.014","0","0.9487","Cosine","-","0","3538 (-) 2439","3538","2439","0.9487","false","-","3538 (-) 2439"
"21","-99.068","-99","0.9276","Cosine","-","0","3538 (-) 5494","3538","5494","0.9276","false","-","3538 (-) 5494"
"424","-89.027","-89","0.7907","Cosine","-","0","2372 (-) 7697","2372","7697","0.7907","false","-","2372 (-) 7697"
"754","-0.115","0","0.8422","Cosine","-","0","43659 (-) 5471","43659","5471","0.8422","false","-","43659 (-) 5471"
"754","0.115","0","0.9133","Cosine","-","0","43659 (-) 43683","43659","43683","0.9133","false","-","43659 (-) 43683"
"754","-0.036","0","0.7336","Cosine","-","0","43659 (-) 7390","43659","7390","0.7336","false","-","43659 (-) 7390"
"6","-0.002","0","0.9668","Cosine","-","0","13619 (-) 35429","13619","35429","0.9668","false","-","13619 (-) 35429"
"6","-0.002","0","0.9351","Cosine","-","0","13619 (-) 33856","13619","33856","0.9351","false","-","13619 (-) 33856"
"6","-41.977","-41","0.8449","Cosine","-","0","13619 (-) 39697","13619","39697","0.8449","false","-","13619 (-) 39697"
"1","44.026","44","0.9751","Cosine","-","0","40975 (-) 40928","40975","40928","0.9751","false","-","40975 (-) 40928"
"1","44.026","44","0.9717","Cosine","-","0","40975 (-) 41017","40975","41017","0.9717","false","-","40975 (-) 41017"
"1","88.053","88","0.9116","Cosine","-","0","40975 (-) 40892","40975","40892","0.9116","false","-","40975 (-) 40892"
"1","88.053","88","0.9379","Cosine","-","0","40975 (-) 41049","40975","41049","0.9379","false","-","40975 (-) 41049"
"58","-28.031","-28","0.8912","Cosine","-","0","2608 (-) 5448","2608","5448","0.8912","false","-","2608 (-) 5448"
"124","-201.134","-201","0.9512","Cosine","-","0","29583 (-) 13260","29583","13260","0.9512","false","-","29583 (-) 13260"
"124","-215.148","-215","0.9621","Cosine","-","0","29583 (-) 12476","29583","12476","0.9621","false","-","29583 (-) 12476"
"124","15.993","15","0.9885","Cosine","-","0","29583 (-) 21690","29583","21690","0.9885","false","-","29583 (-) 21690"
"1652","-406.293","-406","0.7197","Cosine","-","0","42865 (-) 36101","42865","36101","0.7197","false","-","42865 (-) 36101"
"2346","-31.042","-31","0.9211","Cosine","-","0","36016 (-) 40356","36016","40356","0.9211","false","-","36016 (-) 40356"
"2869","-1728.727","-1728","0.9015","Cosine","-","0","17630 (-) 17245","17630","17245","0.9015","false","-","17630 (-) 17245"
"1","-28.031","-28","0.9166","Cosine","-","0","38267 (-) 41184","38267","41184","0.9166","false","-","38267 (-) 41184"
"1","-31.042","-31","0.8558","Cosine","-","0","38267 (-) 35595","38267","35595","0.8558","false","-","38267 (-) 35595"
"1","-44.026","-44","0.8463","Cosine","-","0","38267 (-) 38409","38267","38409","0.8463","false","-","38267 (-) 38409"
"1","-14.016","-14","0.9227","Cosine","-","0","38267 (-) 35596","38267","35596","0.9227","false","-","38267 (-) 35596"
"1","-88.052","-88","0.8314","Cosine","-","0","38267 (-) 38414","38267","38414","0.8314","false","-","38267 (-) 38414"
"2346","3.997","3","0.8564","Cosine","-","0","41187 (-) 36016","41187","36016","0.8564","false","-","41187 (-) 36016"
"1","-44.027","-44","0.7309","Cosine","-","0","32171 (-) 31977","32171","31977","0.7309","false","-","32171 (-) 31977"
"764","-0.0","0","0.8976","Cosine","-","0","5660 (-) 5533","5660","5533","0.8976","false","-","5660 (-) 5533"
"764","-0.001","0","0.9085","Cosine","-","0","5660 (-) 9466","5660","9466","0.9085","false","-","5660 (-) 9466"
"764","-0.0","0","0.9784","Cosine","-","0","5660 (-) 5876","5660","5876","0.9784","false","-","5660 (-) 5876"
"187","-176.113","-176","0.9434","Cosine","-","0","15571 (-) 14366","15571","14366","0.9434","false","-","15571 (-) 14366"
"187","-88.059","-88","0.9481","Cosine","-","0","15571 (-) 15061","15571","15061","0.9481","false","-","15571 (-) 15061"
"187","-176.098","-176","0.9474","Cosine","-","0","15571 (-) 17263","15571","17263","0.9474","false","-","15571 (-) 17263"
"187","-264.151","-264","0.9456","Cosine","-","0","15571 (-) 17789","15571","17789","0.9456","false","-","15571 (-) 17789"
"285","44.024","44","0.8957","Cosine","-","0","42669 (-) 42767","42669","42767","0.8957","false","-","42669 (-) 42767"
"285","88.051","88","0.8398","Cosine","-","0","42669 (-) 42641","42669","42641","0.8398","false","-","42669 (-) 42641"
"109","-42.01","-42","0.8287","Cosine","-","0","20621 (-) 27353","20621","27353","0.8287","false","-","20621 (-) 27353"
"109","-2.015","-2","0.8104","Cosine","-","0","20621 (-) 22616","20621","22616","0.8104","false","-","20621 (-) 22616"
"109","32.967","32","0.7884","Cosine","-","0","20621 (-) 29903","20621","29903","0.7884","false","-","20621 (-) 29903"
"109","-28.03","-28","0.8036","Cosine","-","0","20621 (-) 14561","20621","14561","0.8036","false","-","20621 (-) 14561"
"4","0.053","0","0.9832","Cosine","-","0","3699 (-) 7018","3699","7018","0.9832","false","-","3699 (-) 7018"
"4","-14.016","-14","0.9155","Cosine","-","0","3699 (-) 7885","3699","7885","0.9155","false","-","3699 (-) 7885"
"788","-40.031","-40","0.8107","Cosine","-","0","9976 (-) 20267","9976","20267","0.8107","false","-","9976 (-) 20267"
"542","-176.111","-176","0.936","Cosine","-","0","12400 (-) 14850","12400","14850","0.936","false","-","12400 (-) 14850"
"542","88.048","88","0.9501","Cosine","-","0","12400 (-) 12862","12400","12862","0.9501","false","-","12400 (-) 12862"
"542","-132.071","-132","0.9475","Cosine","-","0","12400 (-) 23974","12400","23974","0.9475","false","-","12400 (-) 23974"
"542","-633.392","-633","0.9329","Cosine","-","0","12400 (-) 19945","12400","19945","0.9329","false","-","12400 (-) 19945"
"228","-42.01","-42","0.8315","Cosine","-","0","18728 (-) 27111","18728","27111","0.8315","false","-","18728 (-) 27111"
"228","0.0","0","0.9513","Cosine","-","0","18728 (-) 23220","18728","23220","0.9513","false","-","18728 (-) 23220"
"37","15.995","15","0.8997","Cosine","-","0","3526 (-) 8740","3526","8740","0.8997","false","-","3526 (-) 8740"
"37","-27.009","-27","0.8588","Cosine","-","0","3526 (-) 7304","3526","7304","0.8588","false","-","3526 (-) 7304"
"37","-80.028","-80","0.8552","Cosine","-","0","3526 (-) 2455","3526","2455","0.8552","false","-","3526 (-) 2455"
"28","-14.675","-14","0.962","Cosine","-","0","16288 (-) 16077","16288","16077","0.962","false","-","16288 (-) 16077"
"4","-27.996","-27","0.793","Cosine","-","0","2906 (-) 3548","2906","3548","0.793","false","-","2906 (-) 3548"
"246","15.995","15","0.8519","Cosine","-","0","4455 (-) 5501","4455","5501","0.8519","false","-","4455 (-) 5501"
"246","1.979","1","0.9056","Cosine","-","0","4455 (-) 6424","4455","6424","0.9056","false","-","4455 (-) 6424"
"246","15.995","15","0.8428","Cosine","-","0","4455 (-) 5640","4455","5640","0.8428","false","-","4455 (-) 5640"
"246","-37.057","-37","0.8529","Cosine","-","0","4455 (-) 16264","4455","16264","0.8529","false","-","4455 (-) 16264"
"199","-58.701","-58","0.9471","Cosine","-","0","16634 (-) 15727","16634","15727","0.9471","false","-","16634 (-) 15727"
"199","-103.062","-103","0.9432","Cosine","-","0","16634 (-) 15074","16634","15074","0.9432","false","-","16634 (-) 15074"
"375","-20.063","-20","0.902","Cosine","-","0","11412 (-) 8875","11412","8875","0.902","false","-","11412 (-) 8875"
"939","-290.181","-290","0.8736","Cosine","-","0","946 (-) 13487","946","13487","0.8736","false","-","946 (-) 13487"
"45","2.016","2","0.9103","Cosine","-","0","41601 (-) 41275","41601","41275","0.9103","false","-","41601 (-) 41275"
"45","-77.048","-77","0.9278","Cosine","-","0","41601 (-) 42325","41601","42325","0.9278","false","-","41601 (-) 42325"
"45","-2.015","-2","0.9252","Cosine","-","0","41601 (-) 35029","41601","35029","0.9252","false","-","41601 (-) 35029"
"124","15.995","15","0.9322","Cosine","-","0","20300 (-) 29009","20300","29009","0.9322","false","-","20300 (-) 29009"
"124","-2.014","-2","0.9139","Cosine","-","0","20300 (-) 20538","20300","20538","0.9139","false","-","20300 (-) 20538"
"124","-185.138","-185","0.9135","Cosine","-","0","20300 (-) 11948","20300","11948","0.9135","false","-","20300 (-) 11948"
"124","0.0","0","0.9158","Cosine","-","0","20300 (-) 19412","20300","19412","0.9158","false","-","20300 (-) 19412"
"531","-44.026","-44","0.9094","Cosine","-","0","11921 (-) 11538","11921","11538","0.9094","false","-","11921 (-) 11538"
"531","-176.104","-176","0.8207","Cosine","-","0","11921 (-) 13268","11921","13268","0.8207","false","-","11921 (-) 13268"
"531","-88.052","-88","0.8085","Cosine","-","0","11921 (-) 12623","11921","12623","0.8085","false","-","11921 (-) 12623"
"474","-136.087","-136","0.8161","Cosine","-","0","16604 (-) 5378","16604","5378","0.8161","false","-","16604 (-) 5378"
"274","0.002","0","0.7978","Cosine","-","0","36180 (-) 11982","36180","11982","0.7978","false","-","36180 (-) 11982"
"424","-86.073","-86","0.9161","Cosine","-","0","11774 (-) 5942","11774","5942","0.9161","false","-","11774 (-) 5942"
"424","-70.078","-70","0.7966","Cosine","-","0","11774 (-) 7065","11774","7065","0.7966","false","-","11774 (-) 7065"
"228","-56.027","-56","0.8094","Cosine","-","0","28873 (-) 23220","28873","23220","0.8094","false","-","28873 (-) 23220"
"228","-56.026","-56","0.8118","Cosine","-","0","28873 (-) 18728","28873","18728","0.8118","false","-","28873 (-) 18728"
"228","-14.017","-14","0.879","Cosine","-","0","28873 (-) 27111","28873","27111","0.879","false","-","28873 (-) 27111"
"1","-86.073","-86","0.8201","Cosine","-","0","31799 (-) 40180","31799","40180","0.8201","false","-","31799 (-) 40180"
"1","-44.026","-44","0.8055","Cosine","-","0","31799 (-) 31977","31799","31977","0.8055","false","-","31799 (-) 31977"
"1","-14.016","-14","0.8223","Cosine","-","0","31799 (-) 35939","31799","35939","0.8223","false","-","31799 (-) 35939"
"1553","-0.0","0","0.8806","Cosine","-","0","10206 (-) 5059","10206","5059","0.8806","false","-","10206 (-) 5059"
"36","-44.026","-44","0.9541","Cosine","-","0","9719 (-) 10117","9719","10117","0.9541","false","-","9719 (-) 10117"
"36","-88.054","-88","0.9594","Cosine","-","0","9719 (-) 8905","9719","8905","0.9594","false","-","9719 (-) 8905"
"36","-352.207","-352","0.9394","Cosine","-","0","9719 (-) 12591","9719","12591","0.9394","false","-","9719 (-) 12591"
"195","18.01","18","0.8186","Cosine","-","0","16853 (-) 16715","16853","16715","0.8186","false","-","16853 (-) 16715"
"32","18.009","18","0.8518","Cosine","-","0","41376 (-) 41369","41376","41369","0.8518","false","-","41376 (-) 41369"
"32","-15.996","-15","0.8635","Cosine","-","0","41376 (-) 41300","41376","41300","0.8635","false","-","41376 (-) 41300"
"32","36.02","36","0.8059","Cosine","-","0","41376 (-) 39471","41376","39471","0.8059","false","-","41376 (-) 39471"
"21","-70.076","-70","0.9073","Cosine","-","0","41623 (-) 37238","41623","37238","0.9073","false","-","41623 (-) 37238"
"21","-42.044","-42","0.9135","Cosine","-","0","41623 (-) 40393","41623","40393","0.9135","false","-","41623 (-) 40393"
"1136","-17.026","-17","0.9339","Cosine","-","0","3578 (-) 3341","3578","3341","0.9339","false","-","3578 (-) 3341"
"1136","26.965","26","0.7825","Cosine","-","0","3578 (-) 2985","3578","2985","0.7825","false","-","3578 (-) 2985"
"354","-30.01","-30","0.8604","Cosine","-","0","17634 (-) 17839","17634","17839","0.8604","false","-","17634 (-) 17839"
"754","-0.0","0","0.8549","Cosine","-","0","3519 (-) 43683","3519","43683","0.8549","false","-","3519 (-) 43683"
"754","-0.115","0","0.7044","Cosine","-","0","3519 (-) 43659","3519","43659","0.7044","false","-","3519 (-) 43659"
"754","-0.078","0","0.7245","Cosine","-","0","3519 (-) 7390","3519","7390","0.7245","false","-","3519 (-) 7390"
"754","-0.0","0","0.9284","Cosine","-","0","3519 (-) 5471","3519","5471","0.9284","false","-","3519 (-) 5471"
"414","34.005","34","0.8029","Cosine","-","0","21188 (-) 16471","21188","16471","0.8029","false","-","21188 (-) 16471"
"153","26.012","26","0.8463","Cosine","-","0","17671 (-) 19351","17671","19351","0.8463","false","-","17671 (-) 19351"
"153","-26.012","-26","0.8737","Cosine","-","0","17671 (-) 11237","17671","11237","0.8737","false","-","17671 (-) 11237"
"532","-88.053","-88","0.9554","Cosine","-","0","11086 (-) 11902","11086","11902","0.9554","false","-","11086 (-) 11902"
"532","-44.019","-44","0.9806","Cosine","-","0","11086 (-) 11210","11086","11210","0.9806","false","-","11086 (-) 11210"
"532","-0.007","0","0.9753","Cosine","-","0","11086 (-) 10700","11086","10700","0.9753","false","-","11086 (-) 10700"
"532","-44.025","-44","0.9622","Cosine","-","0","11086 (-) 10665","11086","10665","0.9622","false","-","11086 (-) 10665"
"532","-71.027","-71","0.9461","Cosine","-","0","11086 (-) 11900","11086","11900","0.9461","false","-","11086 (-) 11900"
"532","-132.079","-132","0.9483","Cosine","-","0","11086 (-) 12285","11086","12285","0.9483","false","-","11086 (-) 12285"
"532","-44.027","-44","0.9451","Cosine","-","0","11086 (-) 11480","11086","11480","0.9451","false","-","11086 (-) 11480"
"199","-1314.799","-1314","0.9377","Cosine","-","0","26163 (-) 15922","26163","15922","0.9377","false","-","26163 (-) 15922"
"199","-1270.774","-1270","0.936","Cosine","-","0","26163 (-) 16627","26163","16627","0.936","false","-","26163 (-) 16627"
"199","-1373.502","-1373","0.9439","Cosine","-","0","26163 (-) 15074","26163","15074","0.9439","false","-","26163 (-) 15074"
"212","-97.054","-97","0.7412","Cosine","-","0","9618 (-) 10350","9618","10350","0.7412","false","-","9618 (-) 10350"
"2515","-33.983","-33","0.7925","Cosine","-","0","10126 (-) 8997","10126","8997","0.7925","false","-","10126 (-) 8997"
"37","-34.968","-34","0.9233","Cosine","-","0","10136 (-) 4371","10136","4371","0.9233","false","-","10136 (-) 4371"
"37","-63.0","-63","0.9135","Cosine","-","0","10136 (-) 2535","10136","2535","0.9135","false","-","10136 (-) 2535"
"1686","0.0","0","0.9263","Cosine","-","0","2394 (-) 4613","2394","4613","0.9263","false","-","2394 (-) 4613"
"1686","-0.037","0","0.9313","Cosine","-","0","2394 (-) 3476","2394","3476","0.9313","false","-","2394 (-) 3476"
"343","15.995","15","0.9333","Cosine","-","0","33487 (-) 20044","33487","20044","0.9333","false","-","33487 (-) 20044"
"343","29.974","29","0.924","Cosine","-","0","33487 (-) 19990","33487","19990","0.924","false","-","33487 (-) 19990"
"343","13.979","13","0.9504","Cosine","-","0","33487 (-) 33115","33487","33115","0.9504","false","-","33487 (-) 33115"
"343","-12.036","-12","0.9445","Cosine","-","0","33487 (-) 15594","33487","15594","0.9445","false","-","33487 (-) 15594"
"343","-28.031","-28","0.9206","Cosine","-","0","33487 (-) 29115","33487","29115","0.9206","false","-","33487 (-) 29115"
"1933","18.008","18","0.7948","Cosine","-","0","14584 (-) 14605","14584","14605","0.7948","false","-","14584 (-) 14605"
"32","24.036","24","0.832","Cosine","-","0","40426 (-) 40804","40426","40804","0.832","false","-","40426 (-) 40804"
"32","-22.042","-22","0.8387","Cosine","-","0","40426 (-) 40674","40426","40674","0.8387","false","-","40426 (-) 40674"
"32","-120.13","-120","0.8462","Cosine","-","0","40426 (-) 26039","40426","26039","0.8462","false","-","40426 (-) 26039"
"13","220.129","220","0.7111","Cosine","-","0","15003 (-) 18508","15003","18508","0.7111","false","-","15003 (-) 18508"
"13","-648.394","-648","0.726","Cosine","-","0","15003 (-) 12567","15003","12567","0.726","false","-","15003 (-) 12567"
"310","-12.036","-12","0.8168","Cosine","-","0","5838 (-) 7835","5838","7835","0.8168","false","-","5838 (-) 7835"
"310","15.995","15","0.8724","Cosine","-","0","5838 (-) 6241","5838","6241","0.8724","false","-","5838 (-) 6241"
"310","117.058","117","0.8204","Cosine","-","0","5838 (-) 5104","5838","5104","0.8204","false","-","5838 (-) 5104"
"310","-15.996","-15","0.8351","Cosine","-","0","5838 (-) 4417","5838","4417","0.8351","false","-","5838 (-) 4417"
"310","14.018","14","0.8488","Cosine","-","0","5838 (-) 3571","5838","3571","0.8488","false","-","5838 (-) 3571"
"310","-117.054","-117","0.7849","Cosine","-","0","5838 (-) 7808","5838","7808","0.7849","false","-","5838 (-) 7808"
"310","-117.059","-117","0.8185","Cosine","-","0","5838 (-) 10766","5838","10766","0.8185","false","-","5838 (-) 10766"
"124","-4.03","-4","0.8923","Cosine","-","0","19134 (-) 20538","19134","20538","0.8923","false","-","19134 (-) 20538"
"124","-4.03","-4","0.8545","Cosine","-","0","19134 (-) 19730","19134","19730","0.8545","false","-","19134 (-) 19730"
"124","13.98","13","0.8821","Cosine","-","0","19134 (-) 29009","19134","29009","0.8821","false","-","19134 (-) 29009"
"124","-2.016","-2","0.9503","Cosine","-","0","19134 (-) 20300","19134","20300","0.9503","false","-","19134 (-) 20300"
"124","-2.016","-2","0.9024","Cosine","-","0","19134 (-) 19412","19134","19412","0.9024","false","-","19134 (-) 19412"
"65","5.015","5","0.8161","Cosine","-","0","7090 (-) 3966","7090","3966","0.8161","false","-","7090 (-) 3966"
"65","-18.011","-18","0.7911","Cosine","-","0","7090 (-) 14958","7090","14958","0.7911","false","-","7090 (-) 14958"
"1631","0.0","0","0.8561","Cosine","-","0","5141 (-) 5710","5141","5710","0.8561","false","-","5141 (-) 5710"
"1","17.026","17","0.8551","Cosine","-","0","41367 (-) 41184","41367","41184","0.8551","false","-","41367 (-) 41184"
"70","-160.074","-160","0.8227","Cosine","-","0","28875 (-) 31826","28875","31826","0.8227","false","-","28875 (-) 31826"
"193","-18.01","-18","0.937","Cosine","-","0","39459 (-) 39432","39459","39432","0.937","false","-","39459 (-) 39432"
"3099","10.005","10","0.8465","Cosine","-","0","1977 (-) 3332","1977","3332","0.8465","false","-","1977 (-) 3332"
"260","67.987","67","0.7756","Cosine","-","0","25167 (-) 31234","25167","31234","0.7756","false","-","25167 (-) 31234"
"928","-1.005","-1","0.9799","Cosine","-","0","24404 (-) 28131","24404","28131","0.9799","false","-","24404 (-) 28131"
"65","-0.0","0","0.9345","Cosine","-","0","16410 (-) 22015","16410","22015","0.9345","false","-","16410 (-) 22015"
"65","0.0","0","0.9451","Cosine","-","0","16410 (-) 9539","16410","9539","0.9451","false","-","16410 (-) 9539"
"65","-12.995","-12","0.7965","Cosine","-","0","16410 (-) 3966","16410","3966","0.7965","false","-","16410 (-) 3966"
"65","-39.958","-39","0.8083","Cosine","-","0","16410 (-) 136","16410","136","0.8083","false","-","16410 (-) 136"
"65","0.0","0","0.95","Cosine","-","0","16410 (-) 14958","16410","14958","0.95","false","-","16410 (-) 14958"
"203","-636.284","-636","0.7805","Cosine","-","0","9016 (-) 15963","9016","15963","0.7805","false","-","9016 (-) 15963"
"203","-130.027","-130","0.7574","Cosine","-","0","9016 (-) 12397","9016","12397","0.7574","false","-","9016 (-) 12397"
"1635","43.989","43","0.9367","Cosine","-","0","18052 (-) 20925","18052","20925","0.9367","false","-","18052 (-) 20925"
"788","-14.015","-14","0.7858","Cosine","-","0","24415 (-) 20267","24415","20267","0.7858","false","-","24415 (-) 20267"
"238","-33.984","-33","0.7916","Cosine","-","0","3073 (-) 3973","3073","3973","0.7916","false","-","3073 (-) 3973"
"238","-220.095","-220","0.8129","Cosine","-","0","3073 (-) 2813","3073","2813","0.8129","false","-","3073 (-) 2813"
"636","33.984","33","0.941","Cosine","-","0","3375 (-) 3645","3375","3645","0.941","false","-","3375 (-) 3645"
"636","-48.0","-48","0.8907","Cosine","-","0","3375 (-) 3262","3375","3262","0.8907","false","-","3375 (-) 3262"
"144","-126.141","-126","0.8497","Cosine","-","0","36847 (-) 7167","36847","7167","0.8497","false","-","36847 (-) 7167"
"36","-338.203","-338","0.9548","Cosine","-","0","14813 (-) 13927","14813","13927","0.9548","false","-","14813 (-) 13927"
"36","-294.176","-294","0.958","Cosine","-","0","14813 (-) 14196","14813","14196","0.958","false","-","14813 (-) 14196"
"36","-825.493","-825","0.9493","Cosine","-","0","14813 (-) 11551","14813","11551","0.9493","false","-","14813 (-) 11551"
"424","-179.094","-179","0.8235","Cosine","-","0","6505 (-) 2372","6505","2372","0.8235","false","-","6505 (-) 2372"
"1290","-2.016","-2","0.7192","Cosine","-","0","18581 (-) 20101","18581","20101","0.7192","false","-","18581 (-) 20101"
"854","0.04","0","1.0","Cosine","-","0","21159 (-) 22693","21159","22693","1.0","false","-","21159 (-) 22693"
"324","-28.031","-28","0.9303","Cosine","-","0","15013 (-) 20218","15013","20218","0.9303","false","-","15013 (-) 20218"
"324","-14.016","-14","0.9158","Cosine","-","0","15013 (-) 12989","15013","12989","0.9158","false","-","15013 (-) 12989"
"174","14.02","14","0.9201","Cosine","-","0","13264 (-) 14857","13264","14857","0.9201","false","-","13264 (-) 14857"
"174","-88.053","-88","0.9377","Cosine","-","0","13264 (-) 14088","13264","14088","0.9377","false","-","13264 (-) 14088"
"174","-88.053","-88","0.9415","Cosine","-","0","13264 (-) 12315","13264","12315","0.9415","false","-","13264 (-) 12315"
"174","-132.078","-132","0.8879","Cosine","-","0","13264 (-) 11232","13264","11232","0.8879","false","-","13264 (-) 11232"
"174","-132.079","-132","0.9106","Cosine","-","0","13264 (-) 14587","13264","14587","0.9106","false","-","13264 (-) 14587"
"1651","-0.0","0","0.9372","Cosine","-","0","28940 (-) 35342","28940","35342","0.9372","false","-","28940 (-) 35342"
"474","-2.018","-2","0.9059","Cosine","-","0","18179 (-) 16604","18179","16604","0.9059","false","-","18179 (-) 16604"
"474","-138.104","-138","0.8301","Cosine","-","0","18179 (-) 5378","18179","5378","0.8301","false","-","18179 (-) 5378"
"98","-14.016","-14","0.8484","Cosine","-","0","12810 (-) 10881","12810","10881","0.8484","false","-","12810 (-) 10881"
"260","1.979","1","0.9236","Cosine","-","0","18026 (-) 29227","18026","29227","0.9236","false","-","18026 (-) 29227"
"260","-53.953","-53","0.7792","Cosine","-","0","18026 (-) 4566","18026","4566","0.7792","false","-","18026 (-) 4566"
"260","15.995","15","0.9673","Cosine","-","0","18026 (-) 20884","18026","20884","0.9673","false","-","18026 (-) 20884"
"260","15.995","15","0.8062","Cosine","-","0","18026 (-) 14094","18026","14094","0.8062","false","-","18026 (-) 14094"
"23","97.969","97","0.874","Cosine","-","0","33348 (-) 23137","33348","23137","0.874","false","-","33348 (-) 23137"
"23","-35.037","-35","0.8365","Cosine","-","0","33348 (-) 31935","33348","31935","0.8365","false","-","33348 (-) 31935"
"193","-15.0","-15","0.8823","Cosine","-","0","42346 (-) 39432","42346","39432","0.8823","false","-","42346 (-) 39432"
"416","-2.011","-2","0.8736","Cosine","-","0","25589 (-) 21837","25589","21837","0.8736","false","-","25589 (-) 21837"
"416","-224.211","-224","0.8479","Cosine","-","0","25589 (-) 1417","25589","1417","0.8479","false","-","25589 (-) 1417"
"416","-14.019","-14","0.88","Cosine","-","0","25589 (-) 40624","25589","40624","0.88","false","-","25589 (-) 40624"
"180","13.979","13","0.7477","Cosine","-","0","7412 (-) 6187","7412","6187","0.7477","false","-","7412 (-) 6187"
"81","3.995","3","0.8514","Cosine","-","0","41711 (-) 39667","41711","39667","0.8514","false","-","41711 (-) 39667"
"81","-152.135","-152","0.8445","Cosine","-","0","41711 (-) 38999","41711","38999","0.8445","false","-","41711 (-) 38999"
"81","-152.121","-152","0.8848","Cosine","-","0","41711 (-) 39043","41711","39043","0.8848","false","-","41711 (-) 39043"
"98","-154.172","-154","0.9274","Cosine","-","0","10967 (-) 42333","10967","42333","0.9274","false","-","10967 (-) 42333"
"98","-126.141","-126","0.9329","Cosine","-","0","10967 (-) 40739","10967","40739","0.9329","false","-","10967 (-) 40739"
"98","-42.047","-42","0.9541","Cosine","-","0","10967 (-) 21921","10967","21921","0.9541","false","-","10967 (-) 21921"
"98","-42.047","-42","0.9423","Cosine","-","0","10967 (-) 4661","10967","4661","0.9423","false","-","10967 (-) 4661"
"98","-42.047","-42","0.9257","Cosine","-","0","10967 (-) 20294","10967","20294","0.9257","false","-","10967 (-) 20294"
"98","-70.078","-70","0.9359","Cosine","-","0","10967 (-) 30115","10967","30115","0.9359","false","-","10967 (-) 30115"
"2938","-33.984","-33","0.8032","Cosine","-","0","11773 (-) 7409","11773","7409","0.8032","false","-","11773 (-) 7409"
"1240","-14.675","-14","0.9302","Cosine","-","0","22912 (-) 16283","22912","16283","0.9302","false","-","22912 (-) 16283"
"13","-176.105","-176","0.8218","Cosine","-","0","9449 (-) 10436","9449","10436","0.8218","false","-","9449 (-) 10436"
"13","-264.156","-264","0.7771","Cosine","-","0","9449 (-) 10646","9449","10646","0.7771","false","-","9449 (-) 10646"
"1725","135.034","135","0.9181","Cosine","-","0","12067 (-) 11532","12067","11532","0.9181","false","-","12067 (-) 11532"
"1725","-63.01","-63","0.9371","Cosine","-","0","12067 (-) 8511","12067","8511","0.9371","false","-","12067 (-) 8511"
"1725","10.99","10","0.8872","Cosine","-","0","12067 (-) 6646","12067","6646","0.8872","false","-","12067 (-) 6646"
